full_text,processed_text_sastrawi,label
guru tokoh nasional mengecam putusan mk batas usia caprescawapres si paman bersalah mk independen berpolitik berpihak dibawa kemana negeri,guru tokoh nasional kecam putus mk batas usia caprescawapres si paman salah mk independen politik pihak bawa mana negeri,positif
pengalaman pilpres x cawapres x capres x trauma kekalahan gak pede ambil anak kandung dikunci gak percaya omongan andi arief kardusan,alam pilpres x cawapres x capres x trauma kalah gak pede ambil anak kandung kunci gak percaya omong andi arief kardus,positif
nyalon cawapres gibran caci maki jokowiudel bolong,nyalon cawapres gibran caci maki jokowiudel bolong,netral
batal jadii cawapres erick thohir dukung prabowo prabowo subianto,batal jadi cawapres erick thohir dukung prabowo prabowo subianto,positif
cawapres ganjar pdi perjuangan moral etika,cawapres ganjar pdi juang moral etika,netral
salah yg bener bismillah cawapres prabowo,salah yg bener bismillah cawapres prabowo,positif
yg teriakin t kemenkeu aja sdh tdk terdengar lgi krna sdh pinang jdi cawapres nich,yg teriakin t kemenkeu aja sdh tdk dengar lgi krna sdh pinang jdi cawapres nich,positif
gibran cawapres prabowo aria bima jokowi kena toxic relationship,gibran cawapres prabowo aria bima jokowi kena toxic relationship,netral
takutkan erick gantiin gibran cawapres mending fokus pssi aja,takut erick gantiin gibran cawapres mending fokus pssi aja,positif
yg manas manasin aja kasian gibran p jokowi pemuda mahasiswa berupaya menggugat mengusulkan spy pemuda yg berprestasi masuk jalur politik tingkat capres cawapres protes tuk batalkan peluang pemuda tsb aneh,yg manas manasin aja kasi gibran p jokowi pemuda mahasiswa upaya gugat usul spy pemuda yg prestasi masuk jalur politik tingkat capres cawapres protes tuk batal peluang pemuda tsb aneh,negatif
rencana pertemuan maruf amin cawapres,rencana temu maruf amin cawapres,netral
karawang dukungan capres cawapres prabowo subiantogibran rakabuming raka bertambah kelompok pondok pesantren ponpes jabar prabowo subianto,karawang dukung capres cawapres prabowo subiantogibran rakabuming raka tambah kelompok pondok pesantren ponpes jabar prabowo subianto,positif
total kekayaan yg milikin capres cawapres yukk simak,total kaya yg milikin capres cawapres yukk simak,positif
narasinya gini gerindra prabowo ngejadiin gibran cawapres grgr tersandera maah namanya karna dah kepengen banget berkuasa keknya ampe ngehalalin menang,narasi gin gerindra prabowo ngejadiin gibran cawapres grgr sandera maah nama karna dah ken banget kuasa kek ampe ngehalalin menang,positif
surat terbuka majelis kehormatan mahkamah konstitusi perihal putusan mk bersifat final,surat buka majelis hormat mahkamah konstitusi perihal putus mk sifat final,negatif
kirain anies opa bowo berpasangan putaran kalahkan ganjar mahfud bowo sbg capres anies sbg cawapres,kirain anies opa bowo pasang putar kalah ganjar mahfud bowo sbg capres anies sbg cawapres,netral
sy pdipsy pengagumjokowi kekaguman hilang separuh angkat prabowo menhan habis bersisa membiarkan gibran menjalani proses yg simsalabim lolos aturan cawapres prabowo nggak masuk akal,sy pdipsy pengagumjokowi kagum hilang paruh angkat prabowo menhan habis sisa biar gibran jalan proses yg simsalabim lolos atur cawapres prabowo nggak masuk akal,positif
si pakar hukum cawapres banteng mengajukan hukuman koruptor tu baiknya d miskin tpi kader banteng ambil keputusan sesuai arahan ketua si pakar hukum masuk lingkaran banteng silakan nilai pemirsa,si pakar hukum cawapres banteng aju hukum koruptor tu baik d miskin tpi kader banteng ambil putus sesuai arah ketua si pakar hukum masuk lingkar banteng sila nilai pirsa,positif
ngeri proses kandidasi cawapres culas integritas leader tanda eradikasi budaya kkn sulit mewakili anak muda caracaranya merepresentasikan praktik jaman orba maaf anak muda,ngeri proses kandidasi cawapres culas integritas leader tanda eradikasi budaya kkn sulit wakil anak muda caracaranya representasi praktik jaman orba maaf anak muda,positif
semoga msh peluang erick maju cawapres prabowo,moga msh peluang erick maju cawapres prabowo,positif
elektabilitas calon presiden capres calon wakil presiden cawapres koalisi indonesia maju kim prabowo subiantogibran rakabuming raka teratas prabowo subianto,elektabilitas calon presiden capres calon wakil presiden cawapres koalisi indonesia maju kim prabowo subiantogibran rakabuming raka atas prabowo subianto,positif
poling tifatul sembiring pks ganjarmahfud menang persen pasangan capres cawapres ganjar pranowomahfud md unggul poling,poling tifatul sembiring pks ganjarmahfud menang persen pasang capres cawapres ganjar pranowomahfud md unggul poling,positif
orang sekampung ketawa gibran cawapres,orang kampung ketawa gibran cawapres,netral
aminkan indonesia cawapres ri disambut ribuan jamaah maulid haul al habib alwi bin abbas al maliki al hasani al habib ali bin muhammad al habsyi pondok pesantren riyadlus sholihin probolinggo,amin indonesia cawapres ri sambut ribu jamaah maulid haul al habib alwi bin abbas al maliki al hasan al habib ali bin muhammad al habsyi pondok pesantren riyadlus sholihin probolinggo,netral
satupun ketiga pasangan capres amp cawapres track record yg membela nasib petani harga pupuk mahal harga gabah anjlok yg peduli,satu tiga pasang capres amp cawapres track record yg bela nasib tani harga pupuk mahal harga gabah anjlok yg peduli,positif
pdip merengek sipaling pembela konstitusi coba deh gibran cawapres ganjar diem menikmatinya kepentingan golongan tp ngoceh nya nama rakyat basi giliran isu ginian pake rakyat omnibus kemana revisi uu kpk,pdip rengek sipaling bela konstitusi coba deh gibran cawapres ganjar diem nikmat penting golong tp ngoceh nya nama rakyat basi gilir isu ginian pake rakyat omnibus mana revisi uu kpk,positif
udah gak aneh konoha contoh nya anak presiden ketua psi dicalonkan golkar cawapres,udah gak aneh konoha contoh nya anak presiden ketua psi calon golkar cawapres,positif
capres cawapres cm paslon wkt pendaftaran caprescawapres habis,capres cawapres cm paslon wkt daftar caprescawapres habis,positif
jakarta elektabilitas calon presiden capres calon wakil presiden cawapres koalisi indonesia maju kim prabowo subiantogibran rakabuming raka teratas prabowo subianto,jakarta elektabilitas calon presiden capres calon wakil presiden cawapres koalisi indonesia maju kim prabowo subiantogibran rakabuming raka atas prabowo subianto,positif
jupuk jimpitane mbok tekan klaten tho mas,jupuk jimpitane mbok tekan klaten tho mas,netral
cak imin makan siang cawapres maruf amin ditunda ditentukan,cak imin makan siang cawapres maruf amin tunda tentu,negatif
cawapres prabowo erick thohir tibatiba bilang cnbc indonesia,cawapres prabowo erick thohir tibatiba bilang cnbc indonesia,positif
ketiga pasangan capres cawapres tau milih udah tau engga milih,tiga pasang capres cawapres tau milih udah tau engga milih,positif
pembuly jokowi membela gibrancoba gibran cawapres ganjar nyerang habisandinasti politik lahingusan lahplanga plongocawe dll,pembuly jokowi bela gibrancoba gibran cawapres ganjar nyerang habisandinasti politik lahingusan lahplanga plongocawe dll,positif
nama gibran terhapus daftar cawapres kpu sidang mkmk selesai minggu depansetelah paman mk periksa dikeluarkan keputusan etika,nama gibran hapus daftar cawapres kpu sidang mkmk selesai minggu depansetelah paman mk periksa keluar putus etika,positif
kenapasi gua liat pc mas gibran cawapres,napas gua liat pc mas gibran cawapres,netral
tokoh intelijen am hendropriyono mendukung mahfud md cawapres ivan gunawan yaman hamas bi fast dubai yahudi november rain panjangin,tokoh intelijen am hendropriyono dukung mahfud md cawapres ivan gunawan yaman hamas bi fast dubai yahudi november rain panjangin,positif
contoh salah keluarga jateng udah berkat visi misi ganjar keluarga walkot presiden cawapres ketum partai zeahahahaha,contoh salah keluarga jateng udah berkat visi misi ganjar keluarga walkot presiden cawapres tum partai zeahahahaha,positif
gibran patut dipilih gak prestasi nya nyalon cawapres aminajadulu,gibran patut pilih gak prestasi nya nyalon cawapres aminajadulu,positif
ganjar tumbang,ganjar tumbang,netral
selamat erick semoga tanggal menggantikan gibran cawapres pendamping prabowo semoga langkah mkmk membatalkan pengabulan gugatan mk no,selamat erick moga tanggal ganti gibran cawapres damping prabowo moga langkah mkmk batal kabul gugat mk no,positif
cawapres erick thohir support prabowo,cawapres erick thohir support prabowo,positif
asu ngakak pol bngke,asu ngakak pol bngke,netral
mas ega timingnya pas usia capres cawapres minimal gibran indikasi perubahan usia tuk melanggengkan gibran mengerti,mas ega timingnya pas usia capres cawapres minimal gibran indikasi ubah usia tuk langgeng gibran erti,positif
merekah membara jab dikit,mere bara jab dikit,netral
maruf amin mengundang cawapres bertemu prabowo subianto,maruf amin undang cawapres temu prabowo subianto,netral
terkait pertemuan cawapres jokowi menyebut urusan wakil presiden maruf amin prabowo subianto,kait temu cawapres jokowi sebut urus wakil presiden maruf amin prabowo subianto,positif
slogan ade armando pastinya takkan mendukung memilih pasangan caprescawapres terindikasi sarat kepentingan keluarga nepotisme netizen rakyat indonesia,slogan ade armando pasti tak dukung pilih pasang caprescawapres indikasi sarat penting keluarga nepotisme netizen rakyat indonesia,positif
cawapres euy,cawapres euy,positif
putusan mk meloloskan anak presiden umur cawapres kental muatan politis pekat,putus mk lolos anak presiden umur cawapres kental muat politis pekat,positif
gibran bertemu wapresmahfudcak imin tukar pikiran sambut rencana pertemuan cawapres pilpres maruf amin gibran menyebut bertukar pikiran cawapres gt gt,gibran temu wapresmahfudcak imin tukar pikir sambut rencana temu cawapres pilpres maruf amin gibran sebut tukar pikir cawapres gt gt,positif
kemarin menonjolkan usia cawapres menonjolkan kisah capres amp kucingnya tujuannya membangun citra imut u menarik anak muda halloanak muda peduli stategis spt lingkungan dll sepele spt menggali kemampuan strategis kandidatnya,kemarin tonjol usia cawapres tonjol kisah capres amp kucing tuju bangun citra imut u tarik anak muda halloanak muda peduli stategis spt lingkung dll sepele spt gali mampu strategis kandidat,positif
calon presiden capres prabowo subianto calon wakil presiden cawapres gibran rakabuming raka terpantau berdasarkan rilis survei terbaru lembaga survei jakarta lsj menyerap dukungan masyarakat prabowo subianto,calon presiden capres prabowo subianto calon wakil presiden cawapres gibran rakabuming raka pantau dasar rilis survei baru lembaga survei jakarta lsj serap dukung masyarakat prabowo subianto,positif
yg cawapres ps politikus handal senior aktifvis prinsip nya anak presiden,yg cawapres ps politikus handal senior aktifvis prinsip nya anak presiden,positif
idola nih mahfud cawapres gini sii kemanamana bawa istri bowo nikah nyalon yaps,idola nih mahfud cawapres gin sii kemanamana bawa istri bowo nikah nyalon yaps,netral
prof mahfud md putusan mk batas usia capres cawapres nemo judex in causa sua indonesia butuh sosok mahfud yg berani kebenaran,prof mahfud md putus mk batas usia capres cawapres nemo judex in causa sua indonesia butuh sosok mahfud yg berani benar,positif
gak jelasin dana yg pakai kampanye cawapres hasil jual martabak murni hasil gajih walikota mertuanya prabowo aja dilengserksn gerara kkn ko hidupkan kalo masuk akal penjelasanmu mendukung monggo,gak jelasin dana yg pakai kampanye cawapres hasil jual martabak murni hasil gajih walikota mertua prabowo aja dilengserksn gerara kkn ko hidup kalo masuk akal jelas dukung monggo,positif
anggota dpr fraksi pdip masinton pasaribu mengajukan usul hak angket legislatif menyelidiki putusan mk syarat caprescawapres masinton putusan mk berbau penyelundupan hukum,anggota dpr fraksi pdip masinton pasaribu aju usul hak angket legislatif selidik putus mk syarat caprescawapres masinton putus mk bau selundup hukum,negatif
lembaga negara kejinya mewujudkan langkah sang anak jd cawapres ivan gunawan alexis bi fast yaman smini hamas yahudi november rain,lembaga negara keji wujud langkah sang anak jd cawapres ivan gunawan alexis bi fast yaman smini hamas yahudi november rain,positif
andika majunya gibran cawapres mengandung serius prabowo subianto,andika maju gibran cawapres kandung serius prabowo subianto,positif
jualan koq ayat gitu capres amp cawapres lo aja ga sholat beda anies cak imin yg religius dna amanah,jual koq ayat gitu capres amp cawapres lo aja ga sholat beda anies cak imin yg religius dna amanah,positif
andika berisiko prabowo menjadikan gibran cawapres opsi realistis prabowo subianto,andika risiko prabowo jadi gibran cawapres opsi realistis prabowo subianto,netral
menurutnya faktor kekalahan prabowo pemilu strategi kampanye perang narasi sosok cawapres prabowo subianto,turut faktor kalah prabowo milu strategi kampanye perang narasi sosok cawapres prabowo subianto,positif
maju cawapres capres kali prabowo subianto,maju cawapres capres kali prabowo subianto,positif
survei gibran dinasti politik cawapres ivan gunawan alexis yaman houthi bi fast dubai bolivia apple iphones november rain,survei gibran dinasti politik cawapres ivan gunawan alexis yaman houthi bi fast dubai bolivia apple iphones november rain,positif
normatif kim menetapkan gibran cawapres pertimbangan elektoral teritori regenerasi politik anak muda prabowo subianto,normatif kim tetap gibran cawapres timbang elektoral teritori regenerasi politik anak muda prabowo subianto,positif
gibran rakabuming raka calon wakil presiden cawapres mendampingi calon presiden capres prabowo subianto prabowo subianto,gibran rakabuming raka calon wakil presiden cawapres damping calon presiden capres prabowo subianto prabowo subianto,positif
analisis prabowo pilih gibran cawapres faktor kuat prabowo subianto,analisis prabowo pilih gibran cawapres faktor kuat prabowo subianto,negatif
ya masak cawapres aja anak magang,ya masak cawapres aja anak magang,positif
ujungnya putusannya menguatkan cawapres percaya gak klo yg berwenang sdh dilobi lurah,ujung putus kuat cawapres percaya gak klo yg wenang sdh lobi lurah,positif
pake mie instan cawapres karbitan,pake mie instan cawapres karbitan,netral
lolos cawapres lagak kura kura perahu nggak lolosalasanya bargaining,lolos cawapres lagak kura kura perahu nggak lolosalasanya bargaining,netral
prabowo resmi menggandeng gibran pilpres erick thohir salah nama terkuat cawapres prabowo prabowo subianto,prabowo resmi gandeng gibran pilpres erick thohir salah nama kuat cawapres prabowo prabowo subianto,netral
